timestamp,open,close,high,low,volume,tradesCount,completed
2025-05-29 14:00:00+02:00,6.5,6.8408,6.8408,6.5,0.0,1,True
2025-05-29 15:00:00+02:00,6.8408,7.0236,7.0236,6.8408,0.0,2,True
2025-05-29 16:00:00+02:00,7.0236,6.8403,7.0236,6.8403,0.0,1,True
2025-05-29 17:00:00+02:00,6.8403,6.8372,6.8403,6.8372,0.0,1,True
2025-05-29 18:00:00+02:00,6.8372,6.8368,6.8372,6.8368,0.0,1,True
2025-05-29 19:00:00+02:00,6.8368,6.7449,6.8368,6.7449,0.0,1,True
2025-05-29 20:00:00+02:00,6.7449,6.7118,6.7449,6.7118,0.0,3,True
2025-05-29 21:00:00+02:00,6.7118,6.7118,6.7118,6.7118,0.0,1,True
2025-05-29 22:00:00+02:00,6.7118,6.8566,6.8566,6.7118,0.0,1,True
2025-05-29 23:00:00+02:00,6.8566,6.8763,6.8763,6.8566,0.0,1,True
2025-05-30 00:00:00+02:00,6.8763,6.8391,6.8763,6.8391,0.0,1,True
2025-05-30 01:00:00+02:00,6.8391,6.8874,6.8874,6.8391,0.0,1,True
2025-05-30 02:00:00+02:00,6.8874,6.8504,6.8874,6.7598,0.0,2,True
2025-05-30 03:00:00+02:00,6.8504,6.7534,6.8504,6.7534,0.0,1,True
2025-05-30 04:00:00+02:00,6.7534,6.9217,6.9217,6.7534,0.0,2,True
2025-05-30 05:00:00+02:00,6.9217,6.7407,6.9217,6.7407,0.0,1,True
2025-05-30 06:00:00+02:00,6.7407,6.7402,6.7407,6.7402,0.0,1,True
2025-05-30 07:00:00+02:00,6.7402,6.9088,6.9088,6.7402,0.0,1,True
2025-05-30 08:00:00+02:00,6.9088,6.9296,6.9296,6.9088,0.0,1,True
2025-05-30 09:00:00+02:00,6.9296,6.8168,6.9296,6.8168,0.0,1,True
2025-05-30 10:00:00+02:00,6.8168,6.9015,6.9015,6.8168,0.0,1,True
2025-05-30 11:00:00+02:00,6.9015,6.9021,6.9021,6.9015,0.0,1,True
2025-05-30 12:00:00+02:00,6.9021,6.7785,6.9291,6.7785,0.0,2,True
2025-05-30 13:00:00+02:00,6.7785,6.7785,6.7785,6.7785,0.0,0,True
2025-05-30 14:00:00+02:00,6.7785,6.8818,6.8818,6.7785,0.0,1,True
2025-05-30 15:00:00+02:00,6.8818,6.8055,6.8818,6.8055,0.0,1,True
2025-05-30 16:00:00+02:00,6.8055,6.8028,6.8055,6.8028,0.0,1,True
2025-05-30 17:00:00+02:00,6.8028,6.5764,6.8028,6.1262,0.0,3,True
2025-05-30 18:00:00+02:00,6.5764,6.5488,6.5764,6.5488,0.0,1,True
2025-05-30 19:00:00+02:00,6.5488,6.5488,6.5488,6.5488,0.0,0,True
2025-05-30 20:00:00+02:00,6.5488,6.6248,6.6248,6.547,0.0,2,True
2025-05-30 21:00:00+02:00,6.6248,6.67,6.67,6.6248,0.0,1,True
2025-05-30 22:00:00+02:00,6.67,6.5601,6.67,6.5601,0.0,1,True
2025-05-30 23:00:00+02:00,6.5601,6.5597,6.5601,6.5597,0.0,1,True
2025-05-31 00:00:00+02:00,6.5597,6.5547,6.5597,6.5547,0.0,1,True
2025-05-31 01:00:00+02:00,6.5547,6.6281,6.6281,6.5547,0.0,1,True
2025-05-31 02:00:00+02:00,6.6281,6.6327,6.6327,6.6281,0.0,1,True
2025-05-31 03:00:00+02:00,6.6327,6.6341,6.6341,6.6327,0.0,1,True
2025-05-31 04:00:00+02:00,6.6341,6.5815,6.6341,6.5815,0.0,1,True
2025-05-31 05:00:00+02:00,6.5815,6.605,6.605,6.5815,0.0,1,True
2025-05-31 06:00:00+02:00,6.605,6.605,6.605,6.605,0.0,0,True
2025-05-31 07:00:00+02:00,6.605,6.605,6.605,6.605,0.0,0,True
2025-05-31 08:00:00+02:00,6.605,6.6289,6.6289,6.5702,0.0,2,True
2025-05-31 09:00:00+02:00,6.6289,6.5809,6.6289,6.5809,0.0,1,True
2025-05-31 10:00:00+02:00,6.5809,6.6323,6.6323,6.5809,0.0,1,True
2025-05-31 11:00:00+02:00,6.6323,6.6364,6.6364,6.6323,0.0,1,True
2025-05-31 12:00:00+02:00,6.6364,6.6364,6.6364,6.6364,0.0,0,True
2025-05-31 13:00:00+02:00,6.6364,6.6364,6.6364,6.6364,0.0,0,True
2025-05-31 14:00:00+02:00,6.6364,6.6093,6.6364,6.6093,0.0,1,True
2025-05-31 15:00:00+02:00,6.6093,6.615,6.615,6.6093,0.0,1,True
2025-05-31 16:00:00+02:00,6.615,6.615,6.615,6.615,0.0,0,True
2025-05-31 17:00:00+02:00,6.615,6.615,6.615,6.615,0.0,0,True
2025-05-31 18:00:00+02:00,6.615,6.6093,6.615,6.6093,0.0,1,True
2025-05-31 19:00:00+02:00,6.6093,6.6088,6.6093,6.6088,0.0,1,True
2025-05-31 20:00:00+02:00,6.6088,6.6068,6.6088,6.6068,0.0,1,True
2025-05-31 21:00:00+02:00,6.6068,6.6109,6.6163,6.6068,0.0,2,True
2025-05-31 22:00:00+02:00,6.6109,6.5959,6.6109,6.5959,0.0,1,True
2025-05-31 23:00:00+02:00,6.5959,6.5959,6.5959,6.5959,0.0,0,True
2025-06-01 00:00:00+02:00,6.5959,6.6119,7.1087,6.2679,0.0001,8,True
2025-06-01 01:00:00+02:00,6.6119,7.265,7.265,6.6119,0.0,2,True
2025-06-01 02:00:00+02:00,7.265,7.3204,7.4714,7.265,0.0,2,True
2025-06-01 03:00:00+02:00,7.3204,7.3204,7.3204,7.3204,0.0,0,True
2025-06-01 04:00:00+02:00,7.3204,7.3839,7.3839,7.3204,0.0,2,True
2025-06-01 05:00:00+02:00,7.3839,7.4489,7.4489,7.3839,0.0,1,True
2025-06-01 06:00:00+02:00,7.4489,7.515,7.515,7.4489,0.0,1,True
2025-06-01 07:00:00+02:00,7.515,7.3808,7.515,7.3808,0.0,1,True
2025-06-01 08:00:00+02:00,7.3808,7.3544,7.3808,7.3544,0.0,1,True
2025-06-01 09:00:00+02:00,7.3544,7.4459,7.4459,7.3544,0.0,1,True
2025-06-01 10:00:00+02:00,7.4459,7.2949,7.4459,7.2949,0.0,1,True
2025-06-01 11:00:00+02:00,7.2949,7.3771,7.3771,7.1039,0.0,3,True
2025-06-01 12:00:00+02:00,7.3771,7.1883,7.3771,7.1883,0.0,2,True
2025-06-01 13:00:00+02:00,7.1883,7.3917,7.3917,7.1883,0.0,1,True
2025-06-01 14:00:00+02:00,7.3917,7.2521,7.3917,7.2521,0.0,1,True
2025-06-01 15:00:00+02:00,7.2521,6.6094,7.2521,6.2967,0.0001,4,True
2025-06-01 16:00:00+02:00,6.6094,6.4913,6.6094,6.4913,0.0,1,True
2025-06-01 17:00:00+02:00,6.4913,6.6755,6.6755,6.4913,0.0,2,True
2025-06-01 18:00:00+02:00,6.6755,6.486,6.6755,6.486,0.0,1,True
2025-06-01 19:00:00+02:00,6.486,6.5452,6.5452,6.486,0.0,1,True
2025-06-01 20:00:00+02:00,6.5452,6.4829,6.5452,6.4829,0.0,1,True
