timestamp,open,close,high,low,volume,tradesCount,completed
2025-05-02 17:00:00+02:00,4.0,4.0686,4.0686,4.0,0.0,1,True
2025-05-02 18:00:00+02:00,4.0686,4.0686,4.0686,4.0686,0.0,0,True
2025-05-02 19:00:00+02:00,4.0686,3.951,4.0686,3.951,0.0,1,True
2025-05-02 20:00:00+02:00,3.951,3.9887,4.051,3.951,0.0,2,True
2025-05-02 21:00:00+02:00,3.9887,3.9882,3.9887,3.9882,0.0,1,True
2025-05-02 22:00:00+02:00,3.9882,3.9882,3.9882,3.9882,0.0,0,True
2025-05-02 23:00:00+02:00,3.9882,3.9864,3.9882,3.9864,0.0,1,True
2025-05-03 00:00:00+02:00,3.9864,4.0331,4.0331,3.9864,0.0,1,True
2025-05-03 01:00:00+02:00,4.0331,3.8989,4.0331,3.8989,0.0,2,True
2025-05-03 02:00:00+02:00,3.8989,3.8989,3.8989,3.8989,0.0,0,True
2025-05-03 03:00:00+02:00,3.8989,4.0688,4.0688,3.8989,0.0,1,True
2025-05-03 04:00:00+02:00,4.0688,3.9024,4.0688,3.9024,0.0,2,True
2025-05-03 05:00:00+02:00,3.9024,3.8966,3.9024,3.8966,0.0,1,True
2025-05-03 06:00:00+02:00,3.8966,4.0643,4.0643,3.8966,0.0,1,True
2025-05-03 07:00:00+02:00,4.0643,4.0643,4.0643,4.0643,0.0,0,True
2025-05-03 08:00:00+02:00,4.0643,3.9249,4.0643,3.9249,0.0,2,True
2025-05-03 09:00:00+02:00,3.9249,4.0152,4.0152,3.9249,0.0,1,True
2025-05-03 10:00:00+02:00,4.0152,3.9827,4.0152,3.9827,0.0,1,True
2025-05-03 11:00:00+02:00,3.9827,3.9448,3.9827,3.9448,0.0,1,True
2025-05-03 12:00:00+02:00,3.9448,3.5562,3.9448,3.5562,0.0,2,True
2025-05-03 13:00:00+02:00,3.5562,3.0884,3.7702,3.0884,0.0,2,True
2025-05-03 14:00:00+02:00,3.0884,3.1379,3.1379,3.0884,0.0,1,True
2025-05-03 15:00:00+02:00,3.1379,3.6834,3.6834,3.1379,0.0,1,True
2025-05-03 16:00:00+02:00,3.6834,3.9443,3.9443,3.6834,0.0,1,True
2025-05-03 17:00:00+02:00,3.9443,3.8661,3.9443,3.8661,0.0,1,True
2025-05-03 18:00:00+02:00,3.8661,3.8302,3.8661,3.8302,0.0,1,True
2025-05-03 19:00:00+02:00,3.8302,3.7047,3.8302,3.7047,0.0,1,True
2025-05-03 20:00:00+02:00,3.7047,3.6402,3.7047,3.6402,0.0,1,True
2025-05-03 21:00:00+02:00,3.6402,3.7584,3.7584,3.6402,0.0,1,True
2025-05-03 22:00:00+02:00,3.7584,3.7232,3.7584,3.7232,0.0,1,True
2025-05-03 23:00:00+02:00,3.7232,3.6465,3.7232,3.6465,0.0,1,True
2025-05-04 00:00:00+02:00,3.6465,3.7965,3.7965,3.6465,0.0,2,True
2025-05-04 01:00:00+02:00,3.7965,3.9975,3.9975,3.7965,0.0,1,True
2025-05-04 02:00:00+02:00,3.9975,3.8124,3.9975,3.8124,0.0,1,True
2025-05-04 03:00:00+02:00,3.8124,3.8165,3.8933,3.8124,0.0,2,True
2025-05-04 04:00:00+02:00,3.8165,3.6896,3.8165,3.6896,0.0,2,True
2025-05-04 05:00:00+02:00,3.6896,3.6896,3.6896,3.6896,0.0,0,True
2025-05-04 06:00:00+02:00,3.6896,3.9992,3.9992,3.6896,0.0,2,True
2025-05-04 07:00:00+02:00,3.9992,3.9183,3.9992,3.9183,0.0,2,True
2025-05-04 08:00:00+02:00,3.9183,3.8673,3.9183,3.8673,0.0,1,True
2025-05-04 09:00:00+02:00,3.8673,3.8724,3.8724,3.8673,0.0,1,True
2025-05-04 10:00:00+02:00,3.8724,3.7069,3.8724,3.7069,0.0,1,True
2025-05-04 11:00:00+02:00,3.7069,3.6405,4.4797,3.4342,0.0001,5,True
2025-05-04 12:00:00+02:00,3.6405,3.8578,3.8578,3.6405,0.0,1,True
2025-05-04 13:00:00+02:00,3.8578,3.946,3.946,3.8578,0.0,1,True
2025-05-04 14:00:00+02:00,3.946,3.946,3.946,3.946,0.0,0,True
2025-05-04 15:00:00+02:00,3.946,3.9961,3.9961,3.946,0.0,1,True
2025-05-04 16:00:00+02:00,3.9961,3.9097,3.9961,3.9097,0.0,1,True
2025-05-04 17:00:00+02:00,3.9097,4.0157,4.0157,3.9097,0.0,1,True
2025-05-04 18:00:00+02:00,4.0157,4.03,4.03,3.8988,0.0,2,True
2025-05-04 19:00:00+02:00,4.03,3.8877,4.03,3.8877,0.0,1,True
2025-05-04 20:00:00+02:00,3.8877,3.9601,3.9601,3.8877,0.0,1,True
2025-05-04 21:00:00+02:00,3.9601,3.7437,3.9601,3.7437,0.0,1,True
2025-05-04 22:00:00+02:00,3.7437,3.6664,3.7437,3.6664,0.0,1,True
2025-05-04 23:00:00+02:00,3.6664,3.6169,3.8492,3.6169,0.0,2,True
2025-05-05 00:00:00+02:00,3.6169,3.5833,3.6169,3.5833,0.0,1,True
2025-05-05 01:00:00+02:00,3.5833,3.4022,3.5833,3.4022,0.0,1,True
2025-05-05 02:00:00+02:00,3.4022,3.4022,3.4022,3.4022,0.0,0,True
2025-05-05 03:00:00+02:00,3.4022,3.6888,3.6888,3.4022,0.0,2,True
2025-05-05 04:00:00+02:00,3.6888,3.6888,3.6888,3.6888,0.0,0,True
2025-05-05 05:00:00+02:00,3.6888,3.6416,3.6888,3.4552,0.0,3,True
2025-05-05 06:00:00+02:00,3.6416,3.5493,3.6416,3.5493,0.0,1,True
2025-05-05 07:00:00+02:00,3.5493,3.4992,3.5493,3.4992,0.0,1,True
2025-05-05 08:00:00+02:00,3.4992,3.4908,3.4992,3.4908,0.0,1,True
2025-05-05 09:00:00+02:00,3.4908,3.3939,3.4908,3.3939,0.0,1,True
2025-05-05 10:00:00+02:00,3.3939,3.5396,3.5396,3.3578,0.0,2,True
2025-05-05 11:00:00+02:00,3.5396,3.6837,3.6837,3.5396,0.0,1,True
2025-05-05 12:00:00+02:00,3.6837,3.385,3.6837,3.385,0.0,2,True
2025-05-05 13:00:00+02:00,3.385,3.385,3.385,3.385,0.0,0,True
2025-05-05 14:00:00+02:00,3.385,3.2601,3.385,3.2601,0.0,1,True
2025-05-05 15:00:00+02:00,3.2601,3.2939,3.2939,3.2452,0.0,2,True
2025-05-05 16:00:00+02:00,3.2939,3.5594,3.5594,3.2939,0.0,2,True
2025-05-05 17:00:00+02:00,3.5594,3.7957,3.7957,3.5594,0.0,1,True
2025-05-05 18:00:00+02:00,3.7957,4.0617,4.0617,3.7957,0.0,1,True
2025-05-05 19:00:00+02:00,4.0617,4.2371,4.2371,4.0617,0.0,1,True
2025-05-05 20:00:00+02:00,4.2371,3.9785,4.2371,3.9785,0.0,1,True
