timestamp,open,close,high,low,volume,tradesCount,completed
2025-05-02 17:00:00+02:00,5.0,4.8204,5.0,4.8204,0.0,1,True
2025-05-02 18:00:00+02:00,4.8204,4.8015,4.8204,4.8015,0.0,1,True
2025-05-02 19:00:00+02:00,4.8015,4.8015,4.8015,4.8015,0.0,0,True
2025-05-02 20:00:00+02:00,4.8015,5.0322,5.0322,4.8015,0.0,1,True
2025-05-02 21:00:00+02:00,5.0322,4.8956,5.0322,4.8956,0.0,1,True
2025-05-02 22:00:00+02:00,4.8956,4.8795,4.8956,4.8795,0.0,1,True
2025-05-02 23:00:00+02:00,4.8795,5.1319,5.1319,4.8795,0.0,2,True
2025-05-03 00:00:00+02:00,5.1319,5.052,5.1319,5.052,0.0,1,True
2025-05-03 01:00:00+02:00,5.052,4.7941,5.052,4.7941,0.0,1,True
2025-05-03 02:00:00+02:00,4.7941,4.9889,4.9889,4.7941,0.0,1,True
2025-05-03 03:00:00+02:00,4.9889,4.8777,4.9889,4.8777,0.0,1,True
2025-05-03 04:00:00+02:00,4.8777,5.0684,5.0684,4.8777,0.0,1,True
2025-05-03 05:00:00+02:00,5.0684,4.952,5.0684,4.8893,0.0,2,True
2025-05-03 06:00:00+02:00,4.952,4.8759,4.952,4.8759,0.0,1,True
2025-05-03 07:00:00+02:00,4.8759,5.1017,5.1017,4.8759,0.0,2,True
2025-05-03 08:00:00+02:00,5.1017,5.0462,5.1017,5.0462,0.0,1,True
2025-05-03 09:00:00+02:00,5.0462,5.0838,5.0838,4.9829,0.0,2,True
2025-05-03 10:00:00+02:00,5.0838,5.0009,5.0838,5.0009,0.0,1,True
2025-05-03 11:00:00+02:00,5.0009,5.0585,5.9919,5.0009,0.0,3,True
2025-05-03 12:00:00+02:00,5.0585,5.2349,5.2349,5.0585,0.0,1,True
2025-05-03 13:00:00+02:00,5.2349,4.8247,5.2349,4.8247,0.0,2,True
2025-05-03 14:00:00+02:00,4.8247,4.6171,4.8247,4.6171,0.0,1,True
2025-05-03 15:00:00+02:00,4.6171,4.8838,4.8838,4.6171,0.0,1,True
2025-05-03 16:00:00+02:00,4.8838,4.654,4.8838,4.654,0.0,1,True
2025-05-03 17:00:00+02:00,4.654,4.7713,4.7713,4.654,0.0,1,True
2025-05-03 18:00:00+02:00,4.7713,4.6945,4.7713,4.6945,0.0,1,True
2025-05-03 19:00:00+02:00,4.6945,4.7962,4.7962,4.6945,0.0,1,True
2025-05-03 20:00:00+02:00,4.7962,4.7638,4.7962,4.7638,0.0,1,True
2025-05-03 21:00:00+02:00,4.7638,4.8839,4.8839,4.6683,0.0,2,True
2025-05-03 22:00:00+02:00,4.8839,4.8839,4.8839,4.8839,0.0,0,True
2025-05-03 23:00:00+02:00,4.8839,5.1118,5.1118,4.8839,0.0,2,True
2025-05-04 00:00:00+02:00,5.1118,4.9745,5.1118,4.9745,0.0,1,True
2025-05-04 01:00:00+02:00,4.9745,4.7935,4.9745,4.7935,0.0,1,True
2025-05-04 02:00:00+02:00,4.7935,4.7612,4.7935,4.7612,0.0,1,True
2025-05-04 03:00:00+02:00,4.7612,4.8607,4.9546,4.7612,0.0,2,True
2025-05-04 04:00:00+02:00,4.8607,4.843,4.8607,4.8038,0.0,2,True
2025-05-04 05:00:00+02:00,4.843,4.843,4.843,4.843,0.0,0,True
2025-05-04 06:00:00+02:00,4.843,4.883,4.883,4.843,0.0,1,True
2025-05-04 07:00:00+02:00,4.883,4.8393,4.883,4.8393,0.0,1,True
2025-05-04 08:00:00+02:00,4.8393,5.009,5.009,4.8393,0.0,2,True
2025-05-04 09:00:00+02:00,5.009,5.011,5.011,5.009,0.0,1,True
2025-05-04 10:00:00+02:00,5.011,4.9715,5.011,4.9715,0.0,1,True
2025-05-04 11:00:00+02:00,4.9715,4.8825,5.9937,4.8825,0.0,2,True
2025-05-04 12:00:00+02:00,4.8825,5.0022,5.0022,4.8825,0.0,1,True
